SerialNo,SerialNo_Normalized,LibraryNumber,begLineNo,endLineNo,nLines,byteCount,Collection,Title-English,Title-Sanskrit,Title-Tibetan,"Title-Tibetan Brief",SealIDs,Author-Tibetan,Author-English,Primary-Author-Tibetan,Primary-Author-English,SectionVolume,volume,volNdx,Colophon,Language,"Folios or pages","Published date","Text Format","Paper source","Paper hue","Paper grade",Readability,"Lines Per Page","Page Size","Printed area size",Location,"Drawings and illustrations",Notes,modDate,"Cataloger Name",Z,J,J1,J2,J3,W,crDate,refFrom,hasDupSerNos,dupSerNoIDs,isDupSerNo,dupTitleDeleted,dupTitleIDs,dontUse,parentFilePath,parentRecID,text,addedToWork,recID
M0055099-015,M0055099-015,,913,944,32,15204,,,,"'PHAGS PA BGRES MOS ZHUS PA ZHES BYA BA THEG PA CHEN PO'I MDO BZHUGS SO",,,"SH'AKYA THUB PA",,"SH'AKYA THUB PA",,,,0,"@018A *, ,BCOM LDAN 'DAS KYIS

GSUNGS PA LA MNGON PAR BSTOD DO, ,'PHAGS PA BGRES MOS ZHUS PA
ZHES BYA BA THEG

PA CHEN PO'I MDO RDZOGS SO, ,RGYA GAR GYI MKHAN PO DZI NA MI TRA
DANG, DZ'A NA SH'I LA DANG, ZHUS CHEN

GYI LO TZTSA BA BANDE YE SHES SDES BSGYUR CING ZHUS TE GTAN LA
PHAB PA, ,MANGGA LAm, ,",,1A-18A,,MS,R,"W, W",G,G,7,"21.5x8.7 cm","16.5x6.0 cm",,,,"2009-10-08 02:06:34",,1310,M0519A01.092-1400,,,,MMU,"2009-10-08 02:06:34",,1,27500,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/mongolia catalog/New folder (2)/MMU/M0519A01.092",24836,,0,250356
M0055100-006,M0055100-006,,515,555,41,19477,,,,"'PHAGS PA SHES RAB KYI PHA ROL TU PHYIN PA RDO RJE GCOD PA ZHES BYA BA BZHUGS SO",,,"SH'AKYA THUB PA",,"SH'AKYA THUB PA",,,,0,"@068A *, ,BCOM LDAN 'DAS KYIS GSUNGS PA LA MNGON PAR BSTOD DO,
,'PHAGS

PA SHES RAB KYI PHA ROL TU PHYIN PA RDO RJE GCOD PA ZHES BYA BA
THEG PA CHEN PO'I MDO RDZOGS SO, ,

@068B NA MO BHA GA WA TE, PRA DZNY'A PA RA MI TA YI, AOm NA TAD
TI TA, AI LI SHI, AI LI SHI, MI LI SHI,

MI LI SHI, BHI NA YA NA BHI NA YA NA, NA MO BHA GA WA TE, PRAD
TYAm PRA TE, AI RI TI, AI RI TI, MI RI TI,

MI RI TI, SHU RI TI, SHU RI TI, AU SHU RI AU SHU RI, BHU YU YE
BHU YU YE SV'A H'A, RDO RJE GCOD PA'I

SNYING PO 'DI LAN CIG BZLAS PAS RDO RJE GCOD PA KHRI DGU STONG
BKLAGS PA DANG MNYAM PAR

'GYUR RO, ,",,1A-70A,,XYL,M,"W, W",M,G,5,"20.5x8.0 cm","18.0x5.0 cm",,,,"2009-10-14 02:08:22",,1040,M0519A05.094-1040,,,,MMU,"2009-10-14 02:08:22",,1,28019,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/mongolia catalog/New folder (2)/MMU/M0519A05.094",24844,,0,251100
M0055107-009,M0055107-009,,763,785,23,16117,,,,"RDZOGS PA CHEN PO KLONG CHEN SNYING TIG GI THUN MONG MA YIN PA'I SNGON 'GRO'I KHRID YIG DRAN PA NYER GZHAG BZHUGS SO","DRAN PA NYER GZHAG",,,,,,,,0,,,1A-20A,,XYL,T,"W, R",G,G,6,"39.5x8.5 cm","33.5x7.0 cm",,,,"2009-06-23 08:16:56",,1545,M0529507.006-1545,,,,MBO,"2009-06-23 08:16:56",,1,30222,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Received on disk/Catalog on CD June 2010/ACIP/NEW.SYS/2008-09.CAT/MBO/2009-07.CAT/M0529507.006",2587,,0,236220
M0055109-022,M0055109-022,/ZHA/,3,36,34,16807,,,,"RJE BLA MA LA BRTEN PA'I RIL SGRUB KYI CHO GA DON GNYIS BDE BLAG 'GRUB PA'I THEM SKAS ZHES BYA BA BZHUGS SO","SUDH'I K'IRTI",,"NGAG GI DBANG PO",,,,,,0,"@120B (ZHES RJE BLA MA CHOS KYI RGYAL PO TZONG KHA PA CHEN PO
LA BRTENo PA'I RIL SGRUB 'DI LTA BU ZHIG DGOS ZHES, CHOS TSUL
RGYA MTSOR MKHYEN PA'I SPYAN DKYUS RING PAS SGANG SDE BA SKAL
BZANG LEGS GRUB NAS BSKUL BA'I NGOR, SNGA PHAN RJE BLA MA LAo
BRTENo PA'I RIL BU SGRUB TSUL DAM PA GONG MAS MDZAD

PA'I YIG CHA'I KHUNGS MA MTHOR YANG CHAR 'BEBS SOGS KYI SKABS
KYU RNAMS LA PHAN BDAGS PA'I PHYIR, RIL BU RJE BLA MAR BSKYED
NAS SGRUB PA MDZAD SROL LTAR, 'DIR YANG DE LTAR BGYI BAR 'GAL BA
MED DAM SNYAM PA'I G-YAR KHRAL TZAM DU CHOS RJE NGAG DBANG PAS
CHA MDO BYAMS PA GLING GI GZIMS CHUNG NYI 'OD 'KHYIL BAR SBYAR
BA DGE LEGS 'PHEL,, ,,)",,118A-120B,,XYL,M,"W, Y",G,G,6,"53.0x9.0 cm","46.5x6.0 cm",,,,"2009-05-15 13:55:34",,1800,M0529514.011-0905,,,,MBO,"2009-05-15 13:55:34",,1,29649,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Received on disk/Catalog on CD June 2010/ACIP/NEW.SYS/2008-09.CAT/MBO/2009-07.CAT/M0529514.011",2472,,0,228780
M0055116-044,M0055116-044,44,668,689,22,10298,,,,"GU RU KO tA LI'I LO RGYUS NI","LO RGYUS",,,,,,,,0,"@053A *, ,GU RU KO tA LI PA'I LO RGYUS RDZOGS SO,, ,,",,52B-53A,,MS,R,"W, W",G,G,7,"43.5x8.5 cm","38.0x6.0 cm",,,,"2009-06-04 08:38:14",,1800,M0529528.021-0900,,,,MBO,"2009-06-04 08:38:14",,1,28278,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Received on disk/Catalog on CD June 2010/ACIP/NEW.SYS/2008-09.CAT/MBO/2009-07.CAT/M0529528.021",2478,,0,232500
M0055133-013,M0055133-013,,525,551,27,19534,,,,"SNYAN NGAG GI LUS RGYAN SKYON SEL GSUM GYI SDOM TSIG RAB GSAL ME LONG ZHES BYA BA BZHUGS SO","SNYAN NGAG SDOM TSIG",,"DBYANGS CAN DGA' BA'I BLO GROS",,"DBYANGS CAN DGA' BA'I BLO GROS","Wangchen Gawey Lodru",KHA,KHA,2,"@006B (CES SNYAN NGAG GI LUS RGYAN SKYON SEL GSUM GYI SDOM
TSIG

RAB GSAL ME LONG ZHES BYA BA 'DI NI, GYI NA BA DBYANGS CAN DGA'
BA'I BLO GROS KYIS BRIS PA DGE LEGS 'PHEL,, DZA YANTU,,)",,1A-6B,,XYL,M,"W, W",G,G,6,"49.5x7.5 cm","48.0x6.5 cm",,,,"2009-06-27 14:37:36",,1025,M0529626.041-1025,,,,MBO,"2009-06-27 14:37:36",,1,28957,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Received on disk/Catalog on CD June 2010/ACIP/NEW.SYS/2008-09.CAT/MBO/2009-07.CAT/M0529626.041",2458,,0,239568
M0055143-060,M0055143-060,,688,709,22,11934,,,,"BSTAN 'BAR MA BZHUGS",,,"BSTAN 'BAR MA",,,,,,0,,,1A-3A,,XYL,T,"W, Y",G,G,5,"38.5x9.5 cm","31.5x6.0 cm",,,,"2009-11-17 14:34:46",,1800,M0529722.054-0850,,,,MBO,"2009-11-17 14:34:46",,1,29679,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Received on disk/Catalog on CD June 2010/ACIP/NEW.SYS/2008-09.CAT/MBO/2009-07.CAT/M0529722.054",2461,,0,257796
M0055147-006,M0055147-006,ZA,160,186,27,16360,,,,"'PHAGS PA GNAM SA SNANG BRGYAD ZHES BYA BA BZHUGS SO",,,"SH'AKYA THUB PA",,"SH'AKYA THUB PA",,,,0,"@013B BCOM LDAN 'DAS

@014A *, ,KYIS GSUNGS PA LA MNGON PAR BSTOD DO,, ,,'PHAGS PA
GNAM SA SNANG BRGYAD

CES BYA BA THEG PA CHEN PO'I MDO RDZOGS SO,, ,,",,1A-14A,,XYL,C,"W, W",G,G,7,"30.5x10.5 cm","24.0x7.0 cm","RGYA NAG PAR",,,"2009-10-20 03:12:06",,1800,M0529A06.062-0900,,,,MMU,"2009-10-20 03:12:06",,1,27903,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/mongolia catalog/New folder (2)/MMU/M0529A06.062",24810,,0,251844
M0055153-018,M0055153-018,,757,778,22,14142,,,,"BSKUL RGYAS PA NI",CHOS,,,,,,,,0,,,4B-7A,,XYL,R,"W, W",G,G,6,"44.0x9.0 cm","36.0x7.0 cm","RGYA NAG PAR",,,"2009-11-07 01:36:52",,1000,M0529A09.065-1000,,,,MMU,"2009-11-07 01:36:52",,1,30131,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/mongolia catalog/New folder (2)/MMU/M0529A09.065",24825,,0,256308
M0055168-020,M0055168-020,,1041,1062,22,14420,,,,"'PHAGS PA PHUNG PO GSUM PA ZHES BYA BA'I MDO BZHUGS SO",,,,,,,,,0,,,1A-6A,,XYL,M,"W, W",G,G,6,"22.0x7.5 cm","19.0x5.0 cm",,,,"2009-11-14 04:14:14",,1530,M0529A27.077-1530,,,,MMU,"2009-11-14 04:14:14",,1,27648,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/mongolia catalog/New folder (2)/MMU/M0529A27.077",24852,,0,257424
M0055214-019,M0055214-019,,95,116,22,16008,,,,"SGROL DKAR YID BZHIN 'KHOR LO'I BSTOD PA BZHUGS",,,,,,,,,0,,,1A-3A,,XYL,R,"W, W",G,G,6,"35.5x8.5 cm","27.0x6.5 cm",,,,"2009-05-21 11:41:28",,1800,M0539518.008-0900,,,,MDM,"2009-05-21 11:41:28",,1,28523,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Received on disk/Catalog on CD June 2010/ACIP/NEW.SYS/2008-09.CAT/MDM/2009-12.CAT/M0539518.008",2673,,0,229896
M0055217-022,M0055217-022,,28,50,23,21296,,,,"RNAM SRAS DRAG PO YANG GSANG MDUNG DMAR CAN PHYAG MTSAN BZHI PA'I RJES GNANG BZHUGS SO",,,"NGAG DBANG CHOS GRAGS",,,,,,0,,,24A-27B,,MS,R,"W, Y",G,G,7,"45.5x9.0 cm","37.0x6.0 cm",,,,"2009-05-22 13:58:04",,1800,M0539520.010-0900,,,,MDM,"2009-05-22 13:58:04",,1,25707,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Received on disk/Catalog on CD June 2010/ACIP/NEW.SYS/2008-09.CAT/MDM/2009-12.CAT/M0539520.010",2808,,0,230640
M0055232-034,M0055232-034,,218,239,22,12527,,,,"RJE BLA MA'I RNAL 'BYOR BZHUGS SO",,,,,,,,,0,,,1A-4A,,MS,C,"W, W",M,G,7,"52.0x8.5 cm","46.0x5.0 cm",,,,"2009-06-06 23:11:16",,1800,M0539602.018-0905,,,,MDM,"2009-06-06 23:11:16",,1,27829,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Received on disk/Catalog on CD June 2010/ACIP/NEW.SYS/2008-09.CAT/MDM/2009-12.CAT/M0539602.018",2711,,0,233616
M0055241-029,M0055241-029,/KHA/,178,216,39,18828,,,,"RJE BTZUN BCOM LDAN 'DAS MA KU RU KULLE'I ZHI BA'I SBYIN BSREG BYA TSUL DNGOS GRUB CHAR 'BEBS G-YAS 'KHYIL DUNG GI SGRA DBYANGS ZHES BYA BA BZHUGS SO, ,SNOD MIN LA GSANG BA GAL CHE",,,"RATNA'I MING CAN",,,,,,0,"@012B (CES RJE BTZUN BCOM LDAN 'DAS MA KU RU KULLE'I ZHI BA'I
SBYIN BSREG BYA TSUL DNGOS GRUB CHAR 'BEBS G-YAS 'KHYIL DUNG GI
SGRA DBYANGS ZHES BYA BA 'DI NI ^GRUB DBANG BLO BZANG CHOS KYI
NYI MA'I

MKHA' SPYOD MA'I ZHI BA'I SBYIN BSREG DANG, DES MDZAD PA'I YI
DAM 'DI KHA'I DBANG GI SBYIN BSREG GI CHO GA KHAMS GSUM DBANG DU
BSDUD PA'I LCAGS KYU DANG, DAM PA GONG MA'I PHYAG LEN RNAMS LA
GZHIR BZHAG

TE RANG BZO'I DRI MAS MA BSLAD PAR, DAM PA'I DGONGS PA JI LTA BA
BZHIN DU, ^RATNA MING CAN GYIS, BSNYEN PA'I THUN MTSAMS SU SBYAR
BA'I YI GE PA NI 'JAM DBYANGS CHOS 'PHEL LO,, 'DI BRIS DGE BAS

BDUD BZHI'I G-YUL LAS RGYAL BA'I RGYUR GYUR CIG , ,,SARBA
MANGGA LAm,, DGE'O,, ,,)",,1A-12B,,MS,R,"W, W",G,G,6,"44.5x9.0 cm","39.0x6.0 cm",,,,"2009-06-21 00:53:54",,1800,M0539612.026-0900,,,,MDM,"2009-06-21 00:53:54",,1,30335,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Received on disk/Catalog on CD June 2010/ACIP/NEW.SYS/2008-09.CAT/MDM/2009-12.CAT/M0539612.026",2739,,0,235848
M0055322-004,M0055322-004,,3,63,61,17693,,,,"SMAN BLA'I MDO CHOG GI SNYING PO'I CHOG SGRIGS RIN PO CHE'I THEM SKAS ZHES BYA BA BZHUGS SO",,,"YE SHES RGYAL MTSAN",,"YE SHES RGYAL MTSAN","Yeshe Gyeltsen",,,0,"@027A *, ,ZHES

BCOM LDAN 'DAS SMAN BLA'I MDO CHOG GI SNYING PO BSDUS PA YID
BZHIN GYI NOR BU LA NYAMS LEN BYA BA LA SBYOR DNGOS RDES GSUM
DU JI LTAR BYA BA'I TSUL

MKHAN CHEN ZHI BA 'TSO'I MDO CHOG DANG BSTUN NAS GSAL BAR BKOD
PA 'DI NI, RJE BTZUN BLO BZANG CHOS KYI RGYAL MTSAN DPAL BZANG
PO'I THUGS BSKYED

SMON LAM GYI MTHUS MDO CHOG GI SNYING PO 'DI LA THUGS DAM BYED
PA MTHA' DBUS THAMS CAD DU KHYAB CING DAR CHA CHE YANG SBYOR
BA'I SKOR RNAMS MDO CHOG

LA ZHAL 'PHANGS MDZAD NAS GSAL BAR MA MDZAD PAS, BLO GROS DMAN
PA NGAG GIS JI LTAR BYA BA'I TSUL MI SHES PA MANG DU SNANG BAS
DE DAG LA PHAN DU

RE BA DANG, LHAG PAR BKRA SHIS BSAM GTAN GLING DU CHU LUG DPO
ZLA BA'I TSES BRGYAD KYI NYIN THEG PA CHEN PO'I GSO SBYONG GI
SDOM PA DANG BCAS SMAN

@027B BLA'I MDO CHOG GI SNYING PO 'DI GSAR DU BTZUGS PA'I TSE,
CHOG SGRIGS KHUNGS BTZUN 'DI LTA BU ZHIG DGOS ZHES RANG GI SLOB
MA RNAMS KYIS BSKUL BA LA

BRTEN NAS, SMAN MDO BRGYAD BRGYA BA DANG, MKHAN CHEN ZHI BA
'TSO'I MDO CHOG DANG, MDO CHOG YID BZHIN DBANG RGYAL RNAMS LA
ZHIB TU BRTAGS

SHING, RJE BTZUN BLO BZANG CHOS KYI RGYAL MTSAN GYI DGONGS PA
DANG MTHUN PAR BYAS TE, DGE SLONG YE SHES RGYAL MTSAN GYIS BKRA
SHIS

BSAM GTAN GLING DU BRIS PA, ,'DIS KYANG SNYIGS MA'I SKYE BO DAG
LA PHAN THOGS PAR GYUR CIG ,MANGGA LAm, ,",,1A-27B,,XYL,M,"W, W",G,G,6,"27.0x9.0 cm","23.0x6.0 cm",,"1BL-[*picture only*]   1BL-[*picture only*]   2AL-[*picture only*]   2AR-[*picture only*]",,"2002-01-02 00:54:56",,1800,M0549605.010-0900,,,,MBS,"2002-01-02 00:54:56",,1,27743,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Received on disk/Catalog on CD June 2010/ACIP/NEW.SYS/2008-09.CAT/MBS/2009-12.CAT/M0549605.010",3118,,0,22320
M0055356-073,M0055356-073,,382,455,74,17732,,,,"RDO RJE RNAL 'BYOR MA LA BRTEN PA'I SHAMBHA LAR NGES PAR SKYE BA'I SMON TSIG DRANG SRONG BDEN TSIG BZHUGS SO",,,"BLO BZANG TSUL KHRIMS 'JIGS MED BSTAN PA'I RGYAL MTSAN",,,,,,0,"@002B (CES BLA MA DANG LHAG PA'I LHA DBYER MED KYI SGO NAS
BSNYEN 'TSAMS SU

SDOD SKABS RJES 'DZIN SMON TSIG 'DI LTA BU ZHIG DGOS ZHES DANG
DAM 'GYUR MED PHUN SUM TSOGS PA ^BKAS MNGAGS

AA MA PAN CHEN PO ZHI DAR DU 'GRO BA PE SE BDE LEGS RDO RJE NAS
BKAS BSKUL NGOR ^RJE BTZUN DAM PA'I MING

'DZIN SH'AKYA'I DGE SLONG BLO BZANG TSUL KHRIMS 'JIGS MED BSTAN
PA'I RGYAL MTSAN DVANG BA CHEN POS SBYAR BA'I YI

@003A *, ,GE PA NI AA KHU MKHAN PO YE SHES DGE LEGS SO, ,)

AOm SVASTI, SKYABS BSLU BA MED PA DKON MCHOG GSUM, ,BDAG MI LUS
THOB PA'I SKABS

'DI RU, TSE 'DI PHYI GNYIS KYI DON GYI PHYIR, RTEN CUNG ZAD
BZHENGS PA'I DGE BA 'DIS, ,CHOS 'DUL

BA 'DZIN PA'I SKYES CHEN RNAMS, ,DUS BRGYA PHRAG BSKAL BAR ZHABS
BRTAN CING ,RGYU SBYOR BA'I SER

SKYA 'BREL THOGS KUN, ,TSE 'DI PHYI'I LEGS TSOGS LHUN GRUB SHOG
,DRINC CHE BA'I PHA MA SEMS

CAN GYI, DON SGRUB BYED RGYAL BA'I SKU GZUGS RNAMS, ,SLAR
BZHENGS RGYU'I 'GAL RKYEN BAR

GCOD TSOGS, ,KUN ZHI NAS BSAM DON 'GRUB PAR SHOG ,BDAG 'BREL
THOGS KYIS BSANGS

@003B DGE TSOGS RNAMS, BSTAN 'GRO BA SPYI DANG KHYAD PAR DU, RJE
RGYAL BA GNYIS PA TZONG KHA PA'I, CHOS

BSHAD SGRUB BSTAN PA RGYAS PHYIR BSNGO, (CES PA 'DI YANG ^BKAS
MNGAGS AAm BAN WANG CHEN PO'I SHOG GI DAD LDAN DGE

SLONG SHES RAB RGYA MTSO NAS GSER ZANGS LAS GRUB PA'I JO BO
SH'AKYA MU NI'I SKU BRNYAN CHE LEGS, MCHOG ZUNG GNYIS

BCAS DANG, SKAL BZANG SANGS RGYAS STONG GI SKU BZHENGS ZIN
BZHENGS 'GYUR BCAS KYI DGE BSNGO DANG, 'DOD DON SGRUB

PHYIR KHA 'DON BYED RGYU'I SMON TSIG 'DI LTA BU ZHIG DGOS ZHES
MAndAL BCAS BSKUL MA BYUNG BA'I NGOR ^SH'AKYA BTZUN PA

DAM PA'I MTSAN GYIS BYIN GYI BRLABS PA BLO BZANG TSUL KHRIMS
'JIGS MED BSTAN PA'I RGYAL MTSAN GYIS SBYAR BA'I

YI GE PA NI KHU BO MKHAN PO DGE SLONG YE SHES DGE LEGS KYIS
BGYIS PA'O, ,)",,2A-3B,,MS,R,"W, W",G,G,7,"17.5x7.5 cm","15.0x6.0 cm",,,,"2002-01-02 00:08:38",,1810,M0549812.038-0900,,,,MBS,"2002-01-02 00:08:38",,1,30666,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Received on disk/Catalog on CD June 2010/ACIP/NEW.SYS/2008-09.CAT/MBS/2009-12.CAT/M0549812.038",3119,,0,21204
M0055365-014,M0055365-014,"KHA 8",3,31,29,17120,,,,"RJE BTZUN CHOS KYI RGYAL MTSAN DPAL BZANG PO'I RNAM THAR GSOL 'DEBS DAD PA'I 'JUG NGOGS ZHES BYA BA BZHUGS SO","RNAM THAR GSOL 'DEBS",,"BLO BZANG CHOS 'DZIN",,,,,,0,"@002A *, ,(CES PA 'DI NI MA H'A MA YA KHAMS TSAN GYI DGE BSHES
RDO RJES DNGUL TAm LHA DAR BCAS YANG YANG AU TSUGS BYAS PA'I
NGOR CHOS RJE'I MING 'DZIN BLO BZANG CHOS 'DZIN GYIS G-YAR
KHRAL TZAM DU BRIS

PA 'DIS KYANG TSE RABS 'PHRENG BAR DAM PA DE NYID KYIS DGYES
BZHIN RJES SU 'DZIN PA'I RGYUR GYUR CIG ,DGE'O, ,MANGGA LAm, ,)",,1A-2A,,XYL,M,"W, R",G,G,6,"54.0x9.0 cm","48.0x6.5 cm",,,,"2002-01-02 02:23:54",,1800,M0549907.056-0900,,,,MBS,"2002-01-02 02:23:54",,1,28896,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Received on disk/Catalog on CD June 2010/ACIP/NEW.SYS/2008-09.CAT/MBS/2009-12.CAT/M0549907.056",2950,,0,24924
M0055373-027,M0055373-027,,230,253,24,17814,,,,"CHOS MNGON PA MDZOD KYI BSDUS DON CHOS MNGON RGYA MTSOR 'JUG PA'I GRU GZINGS ZHES BYA BA BZHUGS SO","MDZOD BSDUS",,"DBYANGS CAN BZHAD PA'I BLO GROS",,,,GA,GA,3,"@044A *, ,(CES PA 'DI NI SNYOM LAS PA DBYANGS CAN BZHAD PA'I
BLO GROS KYIS G-YAR KHRAL DU BRIS PA'O,, ,,MANGGA LAm, ,)",,1A-44A,,XYL,M,"W, Y",G,G,6,"52.0x9.0 cm","48.0x8.0 cm",,,,"2002-01-01 23:12:14",,1800,M0549B12.072-0900,,,,MBS,"2002-01-01 23:12:14",,1,26962,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Received on disk/Catalog on CD June 2010/ACIP/NEW.SYS/2008-09.CAT/MBS/2009-12.CAT/M0549B12.072",3025,,0,20088
M0055431-038,M0055431-038,,255,280,26,18763,,,,"RI KHROD LO MA GYON MA'I BSGRUB THABS MDOR BSDUS BYED NA ZHES BYA BA BZHUGS SO",,,"GUNG THANG DKON MCHOG BSTAN PA'I SGRON ME",,"DKON MCHOG BSTAN PA'I SGRON ME","Konchok Tenpey Drunmey",,,0,"@002B (ZHES PA 'DI YANG RNAL 'BYOR MCHOG TU DGE BA CHOS RJES

BLO GROS PHUN TSOGS KYI RGYUN 'KHYER DU ^BTZUN PA DKON MCHOG
BSTAN PA'I SGRON MES BRIS PA'O,, ,,)",,1A-2B,,MS,R,"W, W",G,G,6,"20.5x7.8 cm","16.5x6.0 cm",,,,"2009-09-16 19:02:04",,1800,M0559821.031-0900,,,,MKHL,"2009-09-16 19:02:04",,1,27282,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Received on disk/Catalog on CD June 2010/ACIP/NEW.SYS/2008-09.CAT/MKHL/2009-12.CAT/M0559821.031",3761,,0,247752
M0055445-003,M0055445-003,,64,96,33,14450,,,,"PHYAG NA RDO RJE 'KHOR LO CHEN PO BSGRUB PA'I MDOR BSDUS BZHUGS SO",,,"BLO BZANG DPAL LDAN YE SHES",,"DPAL LDAN YE SHES","Pelden Yeshe",,,0,"@003A *, ,(ZHES PHYAG NA RDO RJE 'KHOR LO CHEN PO BSGRUB PA'I

THABS MDOR BSDUS PA 'DI NI KHAL KHA DZA SAG DUR KHE CHI RDO RJE
TSE DPAG GI THU SA LAG CHI MIR GEN AA KHAS LHA BSRUNG SKYABS
KYIS BSKUL BA LTAR ^

SH'AKYA'I DGE SLONG BLO BZANG DPAL LDAN YE SHES KYIS NAM GRU'I
RIGS LAS DNGOS GRUB BRNYES PA SLOB DPON CHEN MO DZ'A WA RI PA'I
BSDUS PA'I BZHUNG DANG

MTHUN PAR SBYAR BA'O,, ,,)",,1A-3A,,MS,R,"W, W",G,G,7,"34.5x11.0 cm","27.5x7.5 cm",,,,"2009-11-09 16:22:14",,1805,M0559A14.059-0900,,,,MKHL,"2009-11-09 16:22:14",,1,25873,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Received on disk/Catalog on CD June 2010/ACIP/NEW.SYS/2008-09.CAT/MKHL/2009-12.CAT/M0559A14.059",3788,,0,257052
M0055449-040,M0055449-040,,366,398,33,15286,,,,"'JIGS BYED DPA' BO GCIG PA'I SGRUB THABS ZHES BYA BA BZHUGS SO",,,"BLO BZANG CHOS KYI RGYAL MTSAN",,"PAn CHEN BLO BZANG CHOS KYI RGYAL MTSAN","Panchen Losang Chukyi Gyeltsen",,,0,"@015A *, ,(CES PA 'DI NI DAD PA DANG RNAM DPYOD PHUL DU 'BYUNG
ZHING BA BLO BZANG CHOS KYI RGYAL MTSAN GYIS SRAS LUNG 'BRAS MO
GSHONGS

@015B DANG 'DAB CHAGS MON BOD GNYIS KYI MTSAN SA BSTAN SKYONG
CHEN PO'I MGUL KHANG BU ZHES PA'I YUL LJONGS SU SBYAR BA'I

YI GE PA NI BLO BZANG PHUN TSOGS SO,, 'DIS KYANG RGYAL BA'I
BSTAN PA RIN PO CHE DAR ZHING RGYAS LA YUN RING

DU GNAS PAR GYUR CIG , ,,)",,1A-15B,,MS,R,"W, W",G,G,6,"22.3x9.0 cm","18.0x6.5 cm",,,,"2009-12-02 17:55:22",,1800,M0559B10.063-0900,,,,MKHL,"2009-12-02 17:55:22",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Received on disk/Catalog on CD June 2010/ACIP/NEW.SYS/2008-09.CAT/MKHL/2009-12.CAT/M0559B10.063",3869,,0,259284
M0055464-024,M0055464-024,,743,769,27,14871,,,,"RI BO RTZE LNGA'I GNAS BDAG KLU RGYAL NAG PO CHEN PO'I BSANGS MCHOD BZHUGS SO",,,"LCANG SKYA ROL PA'I RDO RJE",,"LCANG SKYA ROL PA'I RDO RJE",,,,0,"@003B (CES RI BO RTZE LNGA'I GNAS GDAG KLU RGYAL NAG PO CHEN
PO LA BSANGS MCHOD BYA TSUL 'DI MANG DANG BRTZON PHUN SUM

TSOGS PA'I TZA SAG BLA MA CHOS 'PHEL DAR RGYAS KYIS BSKUL BA
LTAR, LCANG SKYA ROL PA'I RDO RJE SBYAR BA'O, ,BKRA SHIS SO, ,)",,1A-3B,,MS,R,"W, W",G,G,6,"22.2x9.0 cm","17.0x6.5 cm",,,,"2009-12-15 18:39:14",,1800,M0559C15.087-0900,,,,MKHL,"2009-12-15 18:39:14",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Received on disk/Catalog on CD June 2010/ACIP/NEW.SYS/2008-09.CAT/MKHL/2009-12.CAT/M0559C15.087",3733,,0,260772
