SerialNo,SerialNo_Normalized,LibraryNumber,begLineNo,endLineNo,nLines,byteCount,Collection,Title-English,Title-Sanskrit,Title-Tibetan,"Title-Tibetan Brief",SealIDs,Author-Tibetan,Author-English,Primary-Author-Tibetan,Primary-Author-English,SectionVolume,volume,volNdx,Colophon,Language,"Folios or pages","Published date","Text Format","Paper source","Paper hue","Paper grade",Readability,"Lines Per Page","Page Size","Printed area size",Location,"Drawings and illustrations",Notes,modDate,"Cataloger Name",Z,J,J1,J2,J3,W,crDate,refFrom,hasDupSerNos,dupSerNoIDs,isDupSerNo,dupTitleDeleted,dupTitleIDs,dontUse,parentFilePath,parentRecID,text,addedToWork,recID
M0051945-057,M0051945-057,,813,835,23,28863,,,,"DAR MO SMAN RAM PA'I GDAMS NGAG BKA' RGYA MA LAS MAR ME'I BRTAG THABS ZAB MO BZHUGS SO",,,"BLO BZANG CHOS GRAGS",,"PAn CHEN BLA MA SKU PHRENG LNGA BA BSTAN PA'I DBANG PHYUG","His Holiness the Fifth Panchen Lama, Tenpey Wangchuk",,,0,,,1A-2A,,MS,R,"W, BR",G,G,6,"53.0x9.5 cm","43.0x6.5 cm",,,,"2008-03-27 04:37:16",,1800,M0208326.036-0850,,,,MDM,"2008-03-27 04:37:16",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2008/04 April/Apr 1 2008/M8326/M0208326.036",12590,,0,162192
M0051998-147,M0051998-147,,912,941,30,27625,,,,"KHYAB BDAG 'KHOR LOS MGON PO NGAG DBANG BLO BZANG RGYA MTSOS 'KHRUNGS RAB GSOL 'DEBS BZHUGS",,,"BLO BZANG CHOS KYI RGYAL MTSAN",,"PAn CHEN BLO BZANG CHOS KYI RGYAL MTSAN","Panchen Losang Chukyi Gyeltsen",,,0,"@002B (CES PA 'DI NI YONGS KYI DGE BA'I BSHES GNYEN CHEN PO

GLING SMAD ZHABS DRUNG RIN PO CHES BKA' STZAL BA DANG DU BLANGS
TE, PHYOGS MYUL GYI RGYAL KHAMS PA BLO BZANG CHOS KYI RGYAL
MTSAN DPAL BZANG POS DPAL LDAN 'BRAS SPUNGS KYI GZIMS CHUNG NYI
'OD KYI 'KHYIL BAR SBYAR BA'I YI GE

PA NI DGE TSUL BLO BZANG PHUN TSOGS SO,, ,,)",,1A-2B,,XYL,M,"W, W",M,G,6,"61.5x10.5 cm","50.5x7.5 cm",,,,"2008-04-19 06:35:26",,1815,M0208418.053-0845,,,,MDM,"2008-04-19 06:35:26",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2008/04 April/Apr 18 2008/M0208418.053",12558,,0,165540
M0052014-024,M0052014-024,,927,960,34,39377,,,,"RTA MGRIN GSANG SGRUB KYI SKYED RIM SKABS TING 'DZIN GSUM GYI KHOG 'BUB TSUL BZHUGS SO","TING 'DZIN",,"DHARMA BADZRA",,,,DA,DA,11,"@006A *, ,TING 'DZIN GSUM 'DI RTA MCHOG ROL BA'I SKYED RIM LA
GAL

CHE BAR MTHONG NAS LO CHEN DHARMA SHRI'I LEGS PAR BSHAD PA LAS
ZUR DU BKOL TE RTA MGRIN GYI CHOS SKOR GRAS SU BCUG PA LAGS SO,,

SVASTI, TSUL 'DI DGE SLONG THABS MKHAS RGYA MTSO YIS, ,CHOS SDE
BDE CHEN LHUN GRUB GLING MCHOG TU, ,RGYU RKYEN SBYAR TE DPAR DU
BZHENGS PA'I DGES,,

'GRO KUN BLA MED BYANG CHEN MYUR THOB SHOG ,CES SH'A SA DHA RAS
SUG BRIS SU BGYIS PA'O,, MANGGA LAm,, ,,",,1A-6A,,XYL,R,"W, W",G,G,5,"44.8x8.9 cm","37.8x5.9 cm","BDE CHEN LHUN GRUB GLING",,,"2008-03-20 20:57:14",,1800,M0218303.008-0857,,,,MSHO,"2008-03-20 20:57:14",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2008/03 March/Mar 20 2008/M8303/M0218303.008",13643,,0,160332
M0052027-027,M0052027-027,,949,975,27,23910,,,,"RTA MGRIN GSANG SGRUB KYI CHOS SKOR LAS, CHU GTOR RGYUN 'KHYER TSOGS GNYIS RIN CHEN 'DREN PA'I SHING RTA ZHES BYA BA BZHUGS SO","CHU GTOR",559,"DHARMA BADZRA",,,,NA,NA,12,"@004B (CES CHU GTOR RGYUN

'KHYER TSOGS GNYIS RIN CHEN 'DREN PA'I SHING RTA ZHES BYA BA 'DI
YANG ^DHARMA BADZRA GYIS SBYAR BA'I YI GE PA NI AA NANTA'O,, ,,)",,1A-4B,,XYL,T,"W, W",G,G,6,"45.5x8.0 cm","38.1x6.5 cm",,,,"2008-03-20 21:00:40",,1600,M0218319.020-0857,,,,MSHO,"2008-03-20 21:00:40",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2008/03 March/Mar 20 2008/M8319/M0218319.020",13685,,0,160704
M0052036-036,M0052036-036,,179,211,33,29321,,,,"SPYAN RAS GZIGS ZHAL BCU GCIG PA'I SMYUNG GNAS KYI CHOG SHIN TU BSDUS PA BDUD RTZI'I THIG PA ZHES BYA BA BZHUGS SO","SMYUNG GNAS","5,6","DHARMA BADZRA",,,,,,0,"@008B CES SMYUNG GNAS KYI CHOG SHIN TU BSDUS PA, BDUD RTZI'I
THIG PA ZHES BYA BA 'DI NI MDO SMAD KYI PHYOGS 'DIR PAn CHEN
GSUNG

'BUM AE WAm DU BZHUGS PA'I CHO GA CHUNG DU RGYAS CHE NA'ANG, BLO
DMAN 'GA' ZHIG GIS KHA 'GENGS DGOS PA RNAMS JI BZHIN MI SHES PA
'DUG PAS KLAG CHOG CHU 'BABS SU BKOD PA ZHIG GYIS ZHES MCHOG
DMAN SER SKYA MANG POS

YANG YANG BSKUL BA BZHIN ^DHARMA BADZRA GYIS MDZES BYED LO'I SA
GA'I NYA LA SBYAR BA'I YI GE PA NI AA NANTA'O,,",,1A-8B,,XYL,C,"W, Y",G,G,6,"50.0x9.0 cm","38.8x6.0 cm",,,,"2008-05-05 19:24:44",,1810,M0218502.033-0847,,,,MSHO,"2008-05-05 19:24:44",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2008/05 May/May 7 2008/M8502/M0218502.033",13707,,0,168144
M0052046-014,M0052046-014,,992,1014,23,27609,,,,"RTA MGRIN GSANG SGRUB KYI CHOS SKOR LAS, RGYAL MDOS KYI CHOG NGO MTSAR SGYU MA'I MCHOD SBYIN ZHES BYA BA BZHUGS SO","RGYAL MDOS",,"DHARMA BADZRA",,,,PA,PA,13,,,1A-32A,,XYL,T,"W, Y",G,M,6,"52.0x9.2 cm","38.5x6.3 cm",,,,"2008-05-28 17:02:18",,1439,M0218516.043-1439,,,,MSHO,"2008-05-28 17:02:18",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2008/05 May/May 28 2008/M8516/M0218516.043",13774,,0,170376
M0052058-001,M0052058-001,,3,42,40,26913,,,,"DPAL GSANG BA 'DUS PA'I RIM PA DANG PO'I LAM LA SLOB TSUL GYIS DMIGS RIM 'KHRUL MED BLA MA DAM PA'I ZHAL LAS BYUNG BA ZIN THOR BKOD PA GSANG CHEN MYUR LAM BZHUGS SO","GSANG CHEN",,"NGAG DBANG BLO BZANG CHOS LDAN",,"NGAG DBANG BLO BZANG CHOS LDAN","Ngawang Losang Ch̦den",CA,CA,5,"@031B DPAL GSANG BA 'DUS PA'I RIM PA DANG PO'I LAM LA SLOB
TSUL GYI DMIGS RIM KHYAB BDAG RDO RJE SEMS DPA' RJE BTZUN DAM PA
DKON MCHOG YAR

@032A *, ,'PHEL BA'I ZHAL SNGA NAS KYI ZHAL GYI BUM BZANG LAS
BYUNG BA MDO TZAM ZHIG YUL MDO SMAD DU SKYES PA'I GYI NA PA NGAG
DBANG BLO BZANG CHOS LDAN GYIS RANG GI BRJED BYANG DU BKOD PA
STE, ZHIB PAR BRGYUD LDAN BLA MA DAM PA

MNYES PAR BYAS PA'I ZHAL LAS SHES DGOS PA YOD DO, ,'DI LA NONGS
PA'I TSOGS CI MCHIS PA THAMS CAD BLA MA RDO RJE SEMS DPA' NYID
LA 'CHAG CING DGE BA'I TSOGS CI MCHIS PA THAMS CAD RGYAL BA'I
DBANG PO BLO BZANG GRAGS PA'I BSTAN PA'I

SNYING PO LAM BZANG 'DI LA BRTEN NAS SEMS CAN THAMS CAD KYIS KHA
SBYOR YAN LAG BDUN LDAN GYI ZUNG 'JUG RDO RJE 'CHANG CHEN PO'I
GO 'PHANG MYUR DU THOB PA'I RGYUR BSNGO'O,, MANGGA LAm,, ,,",,1A-32A,,XYL,C,"W, Y",G,G,6,"51.8x9.8 cm","48.8x6.8 cm",,,,"2008-06-02 22:05:10",,1822,M0218530.053-0830,,,,MSHO,"2008-06-02 22:05:10",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2008/06 June/Jun 2 2008/M8530/M0218530.053",12937,,0,171864
M0052076-011,M0052076-011,,336,357,22,17919,,,,"MGON PO'I BSKANG BSHAGS MDOR BSDUS NI","MGON PO",,,,,,,,0,,,1A-2A,,XYL,T,"W, Y",G,G,6,"34.5x8.0 cm","29.5x5.5 cm",,,,"2008-07-01 10:15:16",,1814,M0218618.066-0856,,,,MSHO,"2008-07-01 10:15:16",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2008/06 June/Jun 23 2008/M8618/M0218618.066",13030,,0,175212
M0052077-049,M0052077-049,,878,914,37,16723,,,,"BCOM LDAN 'DAS KLU DBANG RGYAL PO'I SGO NAS KLU DANG SA BDAG GI GNOD 'TSE SEL THABS BDUD RTZI'I BUM BZANG ZHES BYA BA BZHUGS SO",,,"DHARMA BADZRA",,,,,,0,"@016B (CES BCOM LDAN 'DAS KLU DBANG RGYAL PO'I SGO NAS KLU
DANG BDAG GI GNOD 'TSE SEL THABS BDUD RTZI'I BUM BZANG ZHES BYA
BA 'DI NI

'DI'I SKYE BO MANG PO LA PHAN PAR MTHONG ZHING, CHA KAR NAS DAD
PA DANG GTONG BA'I YON TAN DANG LDAN PA DGE SLONG BSAM GTAN GYIS
YANG YANG NAN TAN CHEN POS BSKUL

BA LA BRTEN NAS, KU S'A LI DHARMA BADZRA GYIS BSHAD SGRUB BSTAN
PA'I 'BYUNG GNAS CHOS SDE CHEN PO SKU 'BUM BYAMS PA GLING GI
RANG GSHAD THEG CHEN CHOS MDZOD DU MDZOD DU

BSBYAR BA'I YI GE PA NI PI LIG THU GU SHRI NGAG DBANG BSTAN
'PHEL LO,, BKRA SHIS PAR GYUR CIG ,)",,1A-16B,,MS,R,"W, W",G,G,6,"35.0x7.0 cm","30.0x5.5 cm",,,,"2008-06-23 12:08:52",,1826,M0218620.068-0910,,,,MSHO,"2008-06-23 12:08:52",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2008/06 June/Jun 23 2008/M8620/M0218620.068",13034,,0,172980
M0052087-024,M0052087-024,,95,132,38,15158,,,,"SKABS BZHI PA'I BSDUS DON RGYAL MKHAN PO GRAGS PA RGYAL MTSAN PA LA GNANG BA BZHUGS SO",,,"DKON MCHOG BSTAN PA'I SGRON ME",,"DKON MCHOG BSTAN PA'I SGRON ME","Konchok Tenpey Drunmey",,,0,"@026A *, ,SKABS BZHI PA'I TSIG DON KUN TSANG ZHING, DKA' GNANG
RNAMS GSAL BAR PHYE STE MDOR BSDUS PA 'DI LTA BU ZHIG DGOS ZHES
GSOL BA YANG YANG BTAB PA BZHIN, ^RJE BLA MA

MTSAN BRJOD PAR DKA' BA DKON MCHOG BSTAN PA'I SGRON ME DPAL
BZANG PO NYID DGUNG LO NYER LNGA BZHES PA ME RTA'I LOR LHA LDAN
MTSAN BTAGS GNANG NAS MDO SMAD DU PHEB KHAR PHEB RGYU'I GRA
SGRIG DANG, DON GNYER BA GRANGS MED PA LA

'DOD CHAS MANG PO GNAR DGOS PAS BREL BA SHIN TU CHE STABS PHYAG
DPE LA GSAR DU GZIGS LONG MA BYUNG YANG 'PHRAL DU THUGS LA GANG
BZHUGS RNAMS SGO MANG BLA MA SANGS RGYAS RDO RJE'I SKYE GRAGS PA
RGYAL MTSAN BDAG LA DPAL LDAN

'BRAS SPUNGS CHOS SDE CHEN POR 'DZIN CHOS SU BDEBS RJES SU GNANG
BA YIN NO,, ,,",,1A-26A,,XYL,T,"W, Y",G,G,6,"59.0x10.0 cm","52.0x7.0 cm",,,,"2008-07-21 12:24:12",,1800,M0218717.086-0855,,,,MSHO,"2008-07-21 12:24:12",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2008/06 June/Jun 23 2008/M8717/M0218717.086",13187,,0,175956
M0052089-100,M0052089-100,,299,325,27,13128,,,,"RJE BTZUN MI G-YO MGON PO LA BSTOD PA BYIN RLABS KYI CHU GTER ZHES BYA BA BZHUGS SO",,,"RJE BLO BZANG GRAGS PA",,"BLO BZANG GRAGS PA'I DPAL","Losang Drakpey Pel",,,0,"@003B RIGS RUS KUN TSOGS DPAL GYIS RAB MTHO ZHING, ,RNAM THOS
BU YI 'BYOR BA'ANG ZIL

GNON PA, ,LHAG PA NAM BZANG BRTZON'DI BSKUL BA'I NGOR, ,DKA'
BZHI SMRA BA BLO BZANG GRAGS LAS SBYAR,, ,,",,1A-3B,,XYL,C,"W, W",G,G,6,"37.5x9.0 cm","32.5x6.0 cm",,,,"2008-08-14 07:57:24",,1806,M0218804.098-0905,,,,MSHO,"2008-08-14 07:57:24",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2008/09 September/Sep 3 2008/M8804/M0218804.098",12811,,0,181536
M0052110-030,M0052110-030,"SA,",749,772,24,14809,,,,"MI DPYAD RGYA MTSOS BSTAN PA MA RGYUD DGONGS DON BZHIN DU BUD MED BRTAG THABS BZHUGS SO",,"408,718","KLONG RDOL NGAG DBANG BLO BZANG",,,,,,0,"@010A *, ,(CES PA 'DI YANG KLONG RDOL BLA MA NGAG DBANG BLO
BZANG GIS BRIS PA'O,, ,,)",,9A-10A,,XYL,C,"W, W",G,G,7,"51.0x9.1 cm","48.0x7.2 cm",,,,"2008-04-05 13:21:02",,1510,M0228404.006-0900,,,,MGM,"2008-04-05 13:21:02",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2008/04 April/Apr 7 2008/M8404/M0228404.006",12672,,0,163680
M0052133-002,M0052133-002,,44,107,64,24058,,,,"'DUL BA'I DKA' GNAS RNAM PAR DPYAD PA 'KHRUL SPONG BLO GSAL MGUL RGYAN TZINTA MA nI'I PHRENG MDZES SKAL BZANG RE BA KUN SKONG LAM GZHI SMAD BZHUGS SO","GZHI SMAD",,"'JAM DBYANGS BZHAD PA'I RDO RJE",,"'JAM DBYANGS BZHAD PA'I RDO RJE","Jamyang Shepey Dorje",,,0,"@086A *, ,CES 'DUL BA'I DKA' GNAS RNAM PAR DPYAD PA 'KHRUL
SPONG BLO GSAL MGUL RGYAN TZINDA MA nI'I PHRENG MDZES

SKAL BZANG RE BA KUN SKONG ZHES BYA BA 'DI NI, MANG THOS DANG LO
RGYUS SMRA BA LA DE BA SNGON PA LTA BU'I GSER KHANG CHOS RJE GU
nA MA TI DANG, SNGAGS RAM PA DPAL 'BAR GNYIS KYIS BSOD NAMS KHA
BTAGS STED KHEBS DANG BCAS CHOS GRVA NAS CHAB SHOG SNYAN TSIG
BRJOD 'OS 'BREL BCAS BSKUL ZHING, MKHAS MANG BLO GSAL GLING GI
GZHUNG LUGS RAB 'BYAMS SMRA BA LEGS LDAN GYIS BU STON CHOS
'BYUNG

SOGS DANG GSER GYI RTAGS BRGYAD KYIS SBRAS PA'I GCOD LDAN YUG
BCAS BSKUL PAS, NGA LUS KYIS MI LCOGS ZHES KHAS MA BLANGS KYANG,
SLAD NAS KYANG GRVA TSANG GI GNYER BA DANG, DGE RGAN RNAMS DANG
GZHUNG LUGS RAB 'BYAMS SMRA BA'I PHO KHANG DPON SLOB BSOD NAMS
MCHOG GRUB SOGS DANG DGE 'DUN TSANG MAS MAndAL BCAS LAN GNYIS
BSKUL BA'I NGO BOR 'BRI BAR BRTZAMS PA NA, LHAG BSAM

DANG MKHYEN RAB LHUN BOR GRUB PA BDE THANG SBRUL SKU BLO BZANG
TSANGS DBYANGS PHYOGS LAS RNAM RGYAL AER TE NI BAntI TA HO THOG
THUS KYANG MA RIG GNYING SANGS SOGS KYI SKYES DANG BCAS BSKUL
BAS RDA DANG RDA YOG BZHIN DU 'DUL BA LUNG SDE BZHI DGONGS 'GREL
DANG BCAS BONG NGU 'GYUR BA KUN SOGS SNGA SOR NAS RGYUS YOD
KYANG, RGYA BOD YIG RIS NGOGS GCOD DGOS NGES LA DPYAD TSUL NGES
'DRONG DANG, GZHAN DGAG PA'I

SPROS PA BSDUS TE DKA' GNAD RNAMS LA LUNG RIGS GSAL BAS BRGYAN
TE, ME MKHA' RGYA MTSO LA 'DAS LO RAB BYUNG BCU GNYIS PA'I STENG
NAS LO LNGA 'DAS SHING DRUG PA SHING SPRE'I LO NAG PA ZLA BA'I
RGYAL PO ZLA BA BZANG PO LA BCOM LDAN 'DAS KYIS DANG PO'I SANGS
RGYAS KYI CHOS 'KHOR BSKOR BA'I DUS SU, RGYAN DRUG LTA BU'I
MKHAS GRUB BYE BA'I 'BYUNG GNAS DPAL LDAN BKRA SHIS SGO MANG GI
BLA BRANG THEG CHEN CHOS KYI

GTER MDZOD RAB GSAL YID DGA' CHOS 'DZIN DU, SDE SNOD GRUB MTHA'
RAB 'BYAMS SMRA BA SH'AKYA'I DGE SLONG 'JAM DBYANGS BZHAD PA'I
RDO RJES SBYAR BA'I YI GE PA NI RGYA BOD SOG GSUM GYI YIG RIS DU
MA SHES PA DKA' CHEN BCU PHAG SMRA BA SOG PO NGAG DBANG BLO
BZANG GIS SUG BRIS BGYIS PA 'DIS KYANG RGYAL BA'I BSTAN PA
PHYOGS DUS THAMS CAD DU DAG ZHING RGYAS BAR GYUR CIG , ,,",,1A-86A,,XYL,T,"W, W",G,G,7,"65.0x11.2 cm","57.3x7.3 cm",,"1BL-*, ,SLOB DPON YON TAN 'OD LA NA MO, ,   1BR-*, ,SLOB DPON SH'AKYA 'OD LA NA MO, ,",,"2008-04-25 18:09:26",,1810,M0228424.020-0900,,,,MGM,"2008-04-25 18:09:26",,1,13799,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2008/05 May/May 1 2008/M8424/M0228424.020",13737,,0,166656
M0052139-010,M0052139-010,,231,252,22,14718,,,,"GSOL 'DEBS BZHUGS SO","GSOL 'DEBS",352,"MKHAS GRUB RJE",,"DGE LEGS DPAL BZANG","Gelek Pelzang",,,0,,,1A-1B,,XYL,M,"W, W",G,G,6,"60.4x11.0 cm","49.3x7.2 cm",,,,"2008-05-06 15:00:08",,1810,M0228502.026-0900,,,,MGM,"2008-05-06 15:00:08",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2008/05 May/May 7 2008/M8502/M0228502.026",13706,,0,168516
M0052140-002,M0052140-002,,118,150,33,22928,,,,"'PHAGS MCHOG 'JAM DPAL NAG PO LA BRTEN PA'I SBYIN SREG GI CHO GA NYES PA KUN SEL ZHES BYA BA BZHUGS","NYES SEL",,"GUNG THANG DKON MCHOG BSTAN PA'I SGRON ME",,"DKON MCHOG BSTAN PA'I SGRON ME","Konchok Tenpey Drunmey",,,0,"@010B CES 'JAM DPAL NAG PO LA BRTEN PA'I SBYIN SREG GI CHO GA
NYES PA KUN SEL ZHES BYA BA 'DI NI, DGE SBYOR LA GCIG TU GZHOL
ZHING, KHYAD PAR DU LHA MCHOG 'DI'I BSNYEN BSGRUB LA BRTZON

PA LHUR BYED PA DKA' BCU NOR BU RGYAL MTSAN GYIS BSKUL NGOR ^
BTZUN PA DKON MCHOG BSTAN PA'I SGRON MES YIG RNYING DANG, LHA
BTZUN RDO RJE RGYAL MTSAN GYIS MDZAD PA'I MNGON RTOGS, BLA MA
DAM PA'I GSUNG SGROS SOGS LA

GZHI BYAS TE CHOS GRVA CHEN PO BKRA SHIS 'KHYIL DU SBYAR BA 'DIS
KYANG SKYE 'GRO LA PHAN THOGS PAR GYUR CIG ,",,1A-10B,,XYL,M,"W, W",G,G,6,"53.2x9.2 cm","47.2x6.2 cm",,,,"2008-05-08 04:23:56",,0945,M0228505.027-0945,,,,MGM,"2008-05-08 04:23:56",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2008/05 May/May 7 2008/M8505/M0228505.027",13714,,0,168888
M0052142-004,M0052142-004,,871,893,23,25098,,,,"DPAL RDO RJE 'JIGS BYED KYI BLA BRGYUD GSOL 'DEBS BSTOD PA SMON LAM SHIS BRJOD YAN LAG BDUN PA RNAMS BZHUGS SO",'JIGS,735,,,,,,,0,,,1A-8B,,XYL,R,"W, W",G,G,6,"35.4x8.3 cm","34.4x6.0 cm",,,,"2008-05-13 16:07:26",,1710,M0228507.029-1710,,,,MGM,"2008-05-13 16:07:26",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2008/05 May/May 28 2008/M8507/M0228507.029",13806,,0,169260
M0052170-083,M0052170-083,,481,507,27,14457,,,,"ZHABS BRTAN SMON TSIG LHA'I RNGA SGRA BZHUGS SO",,574,"T'A RA N'A THA",,"T'A RA N'A THA",Taranata,,,0,"@002A *, ,(CES PA 'DI NI RJE BTZUN MA PHAN

THOG DRIN CAN AER HE TSA GANG T'A RA NO YON NI BRTAN BZHUGS GSOL
'DEBS 'DI LTA BU DGOS ZHES CHOS RJE NGAG DBANG BLO BZANG TSE
RING SOGS KYIS BSKUL BA'I NGOR ^ DAM PA'I MING CAN GYIS SBYAR
BA'O,, SARBA MANGGA LAm,, ,,)",,1A-2A,,XYL,M,"W, W",G,G,6,"60.0x10.2 cm","50.2x7.1 cm",,,,"2008-06-24 14:50:00",,1750,M0228609.052-0900,,,,MGM,"2008-06-24 14:50:00",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2008/06 June/Jun 23 2008/M8609/M0228609.052",13178,,0,174468
M0052198-089,M0052198-089,,428,478,51,11963,,,,"SHES RAB SNYING PO'I SGO NAS BDUD BZLOG DANG GLUD RDZONG BYA TSUL BZHUGS SO",,,"BKRA SHIS LHUN BKA' CHEN",,,,,,0,"@007B (ZHES PA 'DI NI 'BRAS YUL SKYIL TSAL MKHAN ZUR SUM PA
PAndI TA

YE SHES DPAL 'BYOR BA'I LEGS BSHAD SHER SNYING GI SGRUB THABS
LAS SBYOR DANG BCAS PA MUN SEL SGRON ME ZHES BYA BA LAS KHOL DU
PHYUNG BA YIN ZHING, MNGA' RIS PA ZLA RGYAL GYI SLOB MA ZHANG

DBU DKAR PA'I PHYAG SROL LTAR GYI 'DI'I BDUD BZLOG GI CHO GA
RGYAS PA ZHIG ^ PAn CHEN DPAL LDAN YE SHES KYI SLOB MA BKRA SHIS
LHUN BKA' CHEN ZHIG GIS MDZAD PA ZHIG KYANG SNANG MOD KYANG,

@008A *, ,'DI NI 'BYOR DMAN LA'ANG BYA SLA TSEGS CHUNG DON CHE
BA'I LEGS BSHAD DU SNANG LA, GONG GI MGRON GZUGS BZO TSUL NI
NYER MKHO ZUR GSAL RIN CHEN SGRON BU LAS BTUS

ZER BA ZHIG LAS BYUNG BA LTAR BKOD PA STE, DE GANG GIS MDZAD MA
'TSAL KYANG DE'I NANG DU GDON BGEGS SO SO'I BYED PA BSHAD TSUL
SOGS NI GZHUNG CHEN MO RNAMS DANG DE TZAM MI 'GAL ZHING,

LHAG TU DER 'JIG RTEN SKYONG BA BZHI ZHES PA RGYAL CHEN BZHI LA
BYED PA MI 'THANG CING DGA' RAB DBANG PHYUG GI 'KHOR GTZO 'GRO
BA LA 'THAB G-YENG 'DU SHES SOGS LHAG PAR CHAGS PA BYED PA'I

'JIG RTEN SKYONG BA BZHI LA NGOS BZUNG DGOS TSUL SMOS PA MUN SEL
SGRON ME NYID DANG SHIN TU MTHUN TSABS CHE BAR YOD PA LA DPAGS
NA, DE MA BAN CHEN RANG GIS MDZAD PA'AM, YANG NA DE'I

GSUNG RGYUN LTAR BKOD PA'I GZHUNG ZHIG YIN SHAS CHE SNYAM STE RE
ZHIG DE LA TSANG MAR BYAS PA LAGS SO,, SARBA MANGGA LAm,,)",,1A-8A,,MS,R,"W, W",M,G,7,"35.8x8.4 cm","29.0x7.2 cm",,,,"2008-08-09 18:17:16",,1805,M0228807.094-0900,,,,MGM,"2008-08-09 18:17:16",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2008/09 September/Sep 3 2008/M8807/M0228807.094",12869,,0,181164
